station_name,year,month_num,monthly_class
Ardebil,2009,6,Cfa - Humid subtropical
Ardebil,2009,7,Aw - Tropical savanna
Ardebil,2009,8,BWh - Hot desert
Ardebil,2009,9,Cfa - Humid subtropical
Ardebil,2009,10,BWh - Hot desert
Ardebil,2009,11,Cfa - Humid subtropical
Ardebil,2009,12,BWk - Cold desert
Ardebil,2010,1,BWk - Cold desert
Ardebil,2010,2,Dfb - Cold humid
Ardebil,2010,3,Cfa - Humid subtropical
Ardebil,2010,4,Cfa - Humid subtropical
Ardebil,2010,5,Cfa - Humid subtropical
Ardebil,2010,6,Aw - Tropical savanna
Ardebil,2010,7,Aw - Tropical savanna
Ardebil,2010,8,Aw - Tropical savanna
Ardebil,2010,9,BWh - Hot desert
Ardebil,2010,10,BWh - Hot desert
Ardebil,2010,11,BWk - Cold desert
Ardebil,2010,12,BWk - Cold desert
Ardebil,2011,1,ET - Tundra
Ardebil,2011,2,Dfb - Cold humid
Ardebil,2011,3,Dfb - Cold humid
Ardebil,2011,4,Cfa - Humid subtropical
Ardebil,2011,5,Cfa - Humid subtropical
Ardebil,2011,6,BWh - Hot desert
Ardebil,2011,7,Aw - Tropical savanna
Ardebil,2011,8,Aw - Tropical savanna
Ardebil,2011,9,BWh - Hot desert
Ardebil,2011,10,Cfa - Humid subtropical
Ardebil,2011,11,Cfa - Humid subtropical
Ardebil,2011,12,BWk - Cold desert
Ardebil,2012,1,ET - Tundra
Ardebil,2012,2,ET - Tundra
Ardebil,2012,3,Cfa - Humid subtropical
Ardebil,2012,4,Dfb - Cold humid
Ardebil,2012,5,Cfa - Humid subtropical
Ardebil,2012,6,Dfb - Cold humid
Ardebil,2012,7,Aw - Tropical savanna
Ardebil,2012,8,Aw - Tropical savanna
Ardebil,2012,9,BWh - Hot desert
Ardebil,2012,10,BWh - Hot desert
Ardebil,2012,11,Cfa - Humid subtropical
Ardebil,2012,12,BWk - Cold desert
Ardebil,2013,1,BWk - Cold desert
Ardebil,2013,2,BWk - Cold desert
Ardebil,2013,3,BWk - Cold desert
Ardebil,2013,4,Dfb - Cold humid
Ardebil,2013,5,Cfa - Humid subtropical
Ardebil,2013,6,Dfb - Cold humid
Ardebil,2013,7,BWh - Hot desert
Ardebil,2013,8,Dfb - Cold humid
Ardebil,2013,9,BWh - Hot desert
Ardebil,2013,10,BWh - Hot desert
Ardebil,2013,11,Cfa - Humid subtropical
Ardebil,2013,12,Dfb - Cold humid
Ardebil,2014,1,ET - Tundra
Ardebil,2014,2,ET - Tundra
Ardebil,2014,3,Dfb - Cold humid
Ardebil,2014,4,BWh - Hot desert
Ardebil,2014,5,Dfb - Cold humid
Ardebil,2014,6,BWh - Hot desert
Ardebil,2014,7,Aw - Tropical savanna
Ardebil,2014,8,Aw - Tropical savanna
Ardebil,2014,9,BWh - Hot desert
Ardebil,2014,10,Cfa - Humid subtropical
Ardebil,2014,11,Dfb - Cold humid
Ardebil,2014,12,BWk - Cold desert
Ardebil,2015,1,BWk - Cold desert
Ardebil,2015,2,Cfa - Humid subtropical
Ardebil,2015,3,Cfa - Humid subtropical
Ardebil,2015,4,BWh - Hot desert
Ardebil,2015,5,Cfa - Humid subtropical
Ardebil,2015,6,Aw - Tropical savanna
Ardebil,2015,7,Aw - Tropical savanna
Ardebil,2015,8,Aw - Tropical savanna
Ardebil,2015,9,Dfb - Cold humid
Ardebil,2015,10,Cfa - Humid subtropical
Ardebil,2015,11,BWk - Cold desert
Ardebil,2015,12,BWk - Cold desert
Ardebil,2016,1,Dfb - Cold humid
Ardebil,2016,2,BWk - Cold desert
Ardebil,2016,3,Dfb - Cold humid
Ardebil,2016,4,Cfa - Humid subtropical
Ardebil,2016,5,Dfb - Cold humid
Ardebil,2016,6,Aw - Tropical savanna
Ardebil,2016,7,Aw - Tropical savanna
Ardebil,2016,8,Aw - Tropical savanna
Ardebil,2016,9,BWh - Hot desert
Ardebil,2016,10,Cfa - Humid subtropical
Ardebil,2016,11,BWk - Cold desert
Ardebil,2016,12,Dfb - Cold humid
Ardebil,2017,1,BWk - Cold desert
Ardebil,2017,2,ET - Tundra
Ardebil,2017,3,BWk - Cold desert
Ardebil,2017,4,Dfb - Cold humid
Ardebil,2017,5,Cfa - Humid subtropical
Ardebil,2017,6,BWh - Hot desert
Ardebil,2017,7,Aw - Tropical savanna
Ardebil,2017,8,Aw - Tropical savanna
Ardebil,2017,9,BWh - Hot desert
Ardebil,2017,10,Cfa - Humid subtropical
Ardebil,2017,11,BWk - Cold desert
Ardebil,2017,12,BWk - Cold desert
Ardebil,2018,1,Dfb - Cold humid
Ardebil,2018,2,Dfb - Cold humid
Ardebil,2018,3,BWh - Hot desert
Ardebil,2018,4,Dfb - Cold humid
Ardebil,2018,5,Cfa - Humid subtropical
Ardebil,2018,6,BWh - Hot desert
Ardebil,2018,7,Aw - Tropical savanna
Ardebil,2018,8,Aw - Tropical savanna
Ardebil,2018,9,BWh - Hot desert
Ardebil,2018,10,Dfb - Cold humid
Ardebil,2018,11,Dfb - Cold humid
Ardebil,2018,12,Cfa - Humid subtropical
Ardebil,2019,1,Cfa - Humid subtropical
Ardebil,2019,2,Cfa - Humid subtropical
Ardebil,2019,3,Cfa - Humid subtropical
Ardebil,2019,4,Dfb - Cold humid
Ardebil,2019,5,Dfb - Cold humid
Ardebil,2019,6,Aw - Tropical savanna
Ardebil,2019,7,Aw - Tropical savanna
Ardebil,2019,8,Aw - Tropical savanna
Ardebil,2019,9,BWh - Hot desert
Ardebil,2019,10,Cfa - Humid subtropical
Ardebil,2019,11,BWk - Cold desert
Ardebil,2019,12,BWk - Cold desert
Ardebil,2020,1,ET - Tundra
Ardebil,2020,2,Dfb - Cold humid
Ardebil,2020,3,BWk - Cold desert
Ardebil,2020,4,Cfa - Humid subtropical
Ardebil,2020,5,Cfa - Humid subtropical
Ardebil,2020,6,Aw - Tropical savanna
Ardebil,2020,7,Aw - Tropical savanna
Ardebil,2020,8,BWh - Hot desert
Ardebil,2020,9,BWh - Hot desert
Ardebil,2020,10,Cfa - Humid subtropical
Ardebil,2020,11,Cfa - Humid subtropical
Ardebil,2020,12,Dfb - Cold humid
Ardebil,2021,1,BWk - Cold desert
Ardebil,2021,2,Dfb - Cold humid
Ardebil,2021,3,BWk - Cold desert
Ardebil,2021,4,BWh - Hot desert
Ardebil,2021,5,Dfb - Cold humid
Ardebil,2021,6,Aw - Tropical savanna
Ardebil,2021,7,Aw - Tropical savanna
Ardebil,2021,8,Aw - Tropical savanna
Ardebil,2021,9,BWh - Hot desert
Ardebil,2021,10,BWh - Hot desert
Ardebil,2021,11,BWk - Cold desert
Ardebil,2021,12,Dfb - Cold humid
Ardebil,2022,1,Dfb - Cold humid
Ardebil,2022,2,Dfb - Cold humid
Ardebil,2022,3,Dfb - Cold humid
Ardebil,2022,4,Cfa - Humid subtropical
Ardebil,2022,5,Cfa - Humid subtropical
Ardebil,2022,6,Aw - Tropical savanna
Ardebil,2022,7,Aw - Tropical savanna
Ardebil,2022,8,Aw - Tropical savanna
Ardebil,2022,9,Aw - Tropical savanna
Ardebil,2022,10,Cfa - Humid subtropical
Ardebil,2022,11,BWk - Cold desert
Ardebil,2022,12,BWk - Cold desert
Ardebil,2023,1,ET - Tundra
Ardebil,2023,2,BWk - Cold desert
Ardebil,2023,3,Cfa - Humid subtropical
Ardebil,2023,4,BWh - Hot desert
Ardebil,2023,5,Cfa - Humid subtropical
Ardebil,2023,6,BWh - Hot desert
Ardebil,2023,7,Aw - Tropical savanna
Ardebil,2023,8,Aw - Tropical savanna
Ardebil,2023,9,BWh - Hot desert
Ardebil,2023,10,BWh - Hot desert
Ardebil,2023,11,BWh - Hot desert
Ardebil,2023,12,BWk - Cold desert
Ardebil,2024,1,Cfa - Humid subtropical
Ardebil,2024,2,BWk - Cold desert
Ardebil,2024,3,BWk - Cold desert
Ardebil,2024,4,Cfa - Humid subtropical
Ardebil (Airport),2004,1,Dfb - Cold humid
Ardebil (Airport),2004,2,BWk - Cold desert
Ardebil (Airport),2004,3,BWk - Cold desert
Ardebil (Airport),2004,4,Cfa - Humid subtropical
Ardebil (Airport),2004,5,Cfa - Humid subtropical
Ardebil (Airport),2004,6,BWh - Hot desert
Ardebil (Airport),2004,7,Cfa - Humid subtropical
Ardebil (Airport),2004,8,Aw - Tropical savanna
Ardebil (Airport),2004,9,BWh - Hot desert
Ardebil (Airport),2004,10,BWh - Hot desert
Ardebil (Airport),2004,11,Cfa - Humid subtropical
Ardebil (Airport),2004,12,ET - Tundra
Ardebil (Airport),2005,1,ET - Tundra
Ardebil (Airport),2005,2,ET - Tundra
Ardebil (Airport),2005,3,BWk - Cold desert
Ardebil (Airport),2005,4,Dfb - Cold humid
Ardebil (Airport),2005,5,Cfa - Humid subtropical
Ardebil (Airport),2005,6,BWh - Hot desert
Ardebil (Airport),2005,7,Aw - Tropical savanna
Ardebil (Airport),2005,8,BWh - Hot desert
Ardebil (Airport),2005,9,BWh - Hot desert
Ardebil (Airport),2005,10,Dfb - Cold humid
Ardebil (Airport),2005,11,Dfb - Cold humid
Ardebil (Airport),2005,12,BWk - Cold desert
Ardebil (Airport),2006,1,ET - Tundra
Ardebil (Airport),2006,2,BWk - Cold desert
Ardebil (Airport),2006,3,BWk - Cold desert
Ardebil (Airport),2006,4,Cfa - Humid subtropical
Ardebil (Airport),2006,5,BWh - Hot desert
Ardebil (Airport),2006,6,BWh - Hot desert
Ardebil (Airport),2006,7,BWh - Hot desert
Ardebil (Airport),2006,8,Aw - Tropical savanna
Ardebil (Airport),2006,9,BWh - Hot desert
Ardebil (Airport),2006,10,Cfa - Humid subtropical
Ardebil (Airport),2006,11,BWk - Cold desert
Ardebil (Airport),2006,12,ET - Tundra
Ardebil (Airport),2007,1,ET - Tundra
Ardebil (Airport),2007,2,Cfa - Humid subtropical
Ardebil (Airport),2007,3,Cfa - Humid subtropical
Ardebil (Airport),2007,4,Cfa - Humid subtropical
Ardebil (Airport),2007,5,BWh - Hot desert
Ardebil (Airport),2007,6,BWh - Hot desert
Ardebil (Airport),2007,7,BWh - Hot desert
Ardebil (Airport),2007,8,Aw - Tropical savanna
Ardebil (Airport),2007,9,BWh - Hot desert
Ardebil (Airport),2007,10,BWh - Hot desert
Ardebil (Airport),2007,11,BWk - Cold desert
Ardebil (Airport),2007,12,ET - Tundra
Ardebil (Airport),2008,1,ET - Tundra
Ardebil (Airport),2008,2,Dfb - Cold humid
Ardebil (Airport),2008,3,BWk - Cold desert
Ardebil (Airport),2008,4,BWh - Hot desert
Ardebil (Airport),2008,5,Dfb - Cold humid
Ardebil (Airport),2008,6,BWh - Hot desert
Ardebil (Airport),2008,7,BWh - Hot desert
Ardebil (Airport),2008,8,Aw - Tropical savanna
Ardebil (Airport),2008,9,Cfa - Humid subtropical
Ardebil (Airport),2008,10,Cfa - Humid subtropical
Ardebil (Airport),2008,11,BWk - Cold desert
Ardebil (Airport),2008,12,ET - Tundra
Ardebil (Airport),2009,1,ET - Tundra
Ardebil (Airport),2009,2,BWk - Cold desert
Ardebil (Airport),2009,3,BWk - Cold desert
Ardebil (Airport),2009,4,Dfb - Cold humid
Ardebil (Airport),2009,5,Cfa - Humid subtropical
Ardebil (Airport),2009,6,Cfa - Humid subtropical
Ardebil (Airport),2009,7,Aw - Tropical savanna
Ardebil (Airport),2009,8,BWh - Hot desert
Ardebil (Airport),2009,9,Cfa - Humid subtropical
Ardebil (Airport),2009,10,BWh - Hot desert
Ardebil (Airport),2009,11,Cfa - Humid subtropical
Ardebil (Airport),2009,12,BWk - Cold desert
Ardebil (Airport),2010,1,BWk - Cold desert
Ardebil (Airport),2010,2,Dfb - Cold humid
Ardebil (Airport),2010,3,BWk - Cold desert
Ardebil (Airport),2010,4,Cfa - Humid subtropical
Ardebil (Airport),2010,5,Cfa - Humid subtropical
Ardebil (Airport),2010,6,BWh - Hot desert
Ardebil (Airport),2010,7,Aw - Tropical savanna
Ardebil (Airport),2010,8,BWh - Hot desert
Ardebil (Airport),2010,9,BWh - Hot desert
Ardebil (Airport),2010,10,BWh - Hot desert
Ardebil (Airport),2010,11,BWk - Cold desert
Ardebil (Airport),2010,12,BWk - Cold desert
Ardebil (Airport),2011,1,ET - Tundra
Ardebil (Airport),2011,2,ET - Tundra
Ardebil (Airport),2011,3,BWk - Cold desert
Ardebil (Airport),2011,4,Dfb - Cold humid
Ardebil (Airport),2011,5,Cfa - Humid subtropical
Ardebil (Airport),2011,6,BWh - Hot desert
Ardebil (Airport),2011,7,Aw - Tropical savanna
Ardebil (Airport),2011,8,BWh - Hot desert
Ardebil (Airport),2011,9,Dfb - Cold humid
Ardebil (Airport),2011,10,Cfa - Humid subtropical
Ardebil (Airport),2011,11,Dfb - Cold humid
Ardebil (Airport),2011,12,ET - Tundra
Ardebil (Airport),2012,1,ET - Tundra
Ardebil (Airport),2012,2,ET - Tundra
Ardebil (Airport),2012,3,Dfb - Cold humid
Ardebil (Airport),2012,4,Cfa - Humid subtropical
Ardebil (Airport),2012,5,Cfa - Humid subtropical
Ardebil (Airport),2012,6,Dfb - Cold humid
Ardebil (Airport),2012,7,BWh - Hot desert
Ardebil (Airport),2012,8,Aw - Tropical savanna
Ardebil (Airport),2012,9,BWh - Hot desert
Ardebil (Airport),2012,10,BWh - Hot desert
Ardebil (Airport),2012,11,Dfb - Cold humid
Ardebil (Airport),2012,12,BWk - Cold desert
Ardebil (Airport),2013,1,BWk - Cold desert
Ardebil (Airport),2013,2,BWk - Cold desert
Ardebil (Airport),2013,3,BWk - Cold desert
Ardebil (Airport),2013,4,Cfa - Humid subtropical
Ardebil (Airport),2013,5,Cfa - Humid subtropical
Ardebil (Airport),2013,6,Cfa - Humid subtropical
Ardebil (Airport),2013,7,BWh - Hot desert
Ardebil (Airport),2013,8,BWh - Hot desert
Ardebil (Airport),2013,9,BWh - Hot desert
Ardebil (Airport),2013,10,Dfb - Cold humid
Ardebil (Airport),2013,11,Dfb - Cold humid
Ardebil (Airport),2013,12,Dfb - Cold humid
Ardebil (Airport),2014,1,ET - Tundra
Ardebil (Airport),2014,2,ET - Tundra
Ardebil (Airport),2014,3,BWk - Cold desert
Ardebil (Airport),2014,4,Cfa - Humid subtropical
Ardebil (Airport),2014,5,Dfb - Cold humid
Ardebil (Airport),2014,6,BWh - Hot desert
Ardebil (Airport),2014,7,Aw - Tropical savanna
Ardebil (Airport),2014,8,Aw - Tropical savanna
Ardebil (Airport),2014,9,BWh - Hot desert
Ardebil (Airport),2014,10,Cfa - Humid subtropical
Ardebil (Airport),2014,11,Cfa - Humid subtropical
Ardebil (Airport),2014,12,BWk - Cold desert
Ardebil (Airport),2015,1,BWk - Cold desert
Ardebil (Airport),2015,2,Cfa - Humid subtropical
Ardebil (Airport),2015,3,Cfa - Humid subtropical
Ardebil (Airport),2015,4,BWk - Cold desert
Ardebil (Airport),2015,5,Dfb - Cold humid
Ardebil (Airport),2015,6,BWh - Hot desert
Ardebil (Airport),2015,7,Aw - Tropical savanna
Ardebil (Airport),2015,8,Aw - Tropical savanna
Ardebil (Airport),2015,9,BWh - Hot desert
Ardebil (Airport),2015,10,Cfa - Humid subtropical
Ardebil (Airport),2015,11,Dfb - Cold humid
Ardebil (Airport),2015,12,ET - Tundra
Ardebil (Airport),2016,1,BWk - Cold desert
Ardebil (Airport),2016,2,BWk - Cold desert
Ardebil (Airport),2016,3,Dfb - Cold humid
Ardebil (Airport),2016,4,Cfa - Humid subtropical
Ardebil (Airport),2016,5,Dfb - Cold humid
Ardebil (Airport),2016,6,BWh - Hot desert
Ardebil (Airport),2016,7,Aw - Tropical savanna
Ardebil (Airport),2016,8,Aw - Tropical savanna
Ardebil (Airport),2016,9,BWh - Hot desert
Ardebil (Airport),2016,10,Dfb - Cold humid
Ardebil (Airport),2016,11,BWk - Cold desert
Ardebil (Airport),2016,12,ET - Tundra
Ardebil (Airport),2017,1,ET - Tundra
Ardebil (Airport),2017,2,ET - Tundra
Ardebil (Airport),2017,3,BWk - Cold desert
Ardebil (Airport),2017,4,BWk - Cold desert
Ardebil (Airport),2017,5,BWh - Hot desert
Ardebil (Airport),2017,6,BWh - Hot desert
Ardebil (Airport),2017,7,Aw - Tropical savanna
Ardebil (Airport),2017,8,Aw - Tropical savanna
Ardebil (Airport),2017,9,BWh - Hot desert
Ardebil (Airport),2017,10,Cfa - Humid subtropical
Ardebil (Airport),2017,11,BWk - Cold desert
Ardebil (Airport),2017,12,BWk - Cold desert
Ardebil (Airport),2018,1,ET - Tundra
Ardebil (Airport),2018,2,Cfa - Humid subtropical
Ardebil (Airport),2018,3,BWk - Cold desert
Ardebil (Airport),2018,4,Dfb - Cold humid
Ardebil (Airport),2018,5,BWh - Hot desert
Ardebil (Airport),2018,6,Dfb - Cold humid
Ardebil (Airport),2018,7,Aw - Tropical savanna
Ardebil (Airport),2018,8,BWh - Hot desert
Ardebil (Airport),2018,9,BWh - Hot desert
Ardebil (Airport),2018,10,BWh - Hot desert
Ardebil (Airport),2018,11,BWk - Cold desert
Ardebil (Airport),2018,12,Cfa - Humid subtropical
Ardebil (Airport),2019,1,Cfa - Humid subtropical
Ardebil (Airport),2019,2,Cfa - Humid subtropical
Ardebil (Airport),2019,3,Cfa - Humid subtropical
Ardebil (Airport),2019,4,BWk - Cold desert
Ardebil (Airport),2019,5,Dfb - Cold humid
Ardebil (Airport),2019,6,BWh - Hot desert
Ardebil (Airport),2019,7,Aw - Tropical savanna
Ardebil (Airport),2019,8,BWh - Hot desert
Ardebil (Airport),2019,9,Dfb - Cold humid
Ardebil (Airport),2019,10,Cfa - Humid subtropical
Ardebil (Airport),2019,11,Dfb - Cold humid
Ardebil (Airport),2019,12,BWk - Cold desert
Ardebil (Airport),2020,1,ET - Tundra
Ardebil (Airport),2020,2,Dfb - Cold humid
Ardebil (Airport),2020,3,BWk - Cold desert
Ardebil (Airport),2020,4,Cfa - Humid subtropical
Ardebil (Airport),2020,5,Cfa - Humid subtropical
Ardebil (Airport),2020,6,BWh - Hot desert
Ardebil (Airport),2020,7,Aw - Tropical savanna
Ardebil (Airport),2020,8,BWh - Hot desert
Ardebil (Airport),2020,9,BWh - Hot desert
Ardebil (Airport),2020,10,Dfb - Cold humid
Ardebil (Airport),2020,11,Cfa - Humid subtropical
Ardebil (Airport),2020,12,Dfb - Cold humid
Ardebil (Airport),2021,1,ET - Tundra
Ardebil (Airport),2021,2,Dfb - Cold humid
Ardebil (Airport),2021,3,BWk - Cold desert
Ardebil (Airport),2021,4,Dfb - Cold humid
Ardebil (Airport),2021,5,Dfb - Cold humid
Ardebil (Airport),2021,6,Aw - Tropical savanna
Ardebil (Airport),2021,7,Aw - Tropical savanna
Ardebil (Airport),2021,8,Aw - Tropical savanna
Ardebil (Airport),2021,9,BWh - Hot desert
Ardebil (Airport),2021,10,Dfb - Cold humid
Ardebil (Airport),2021,11,BWk - Cold desert
Ardebil (Airport),2021,12,Dfb - Cold humid
Ardebil (Airport),2022,1,Dfb - Cold humid
Ardebil (Airport),2022,2,BWk - Cold desert
Ardebil (Airport),2022,3,Dfb - Cold humid
Ardebil (Airport),2022,4,Dfb - Cold humid
Ardebil (Airport),2022,5,Cfa - Humid subtropical
Ardebil (Airport),2022,6,Aw - Tropical savanna
Ardebil (Airport),2022,7,BWh - Hot desert
Ardebil (Airport),2022,8,BWh - Hot desert
Ardebil (Airport),2022,9,BWh - Hot desert
Ardebil (Airport),2022,10,Cfa - Humid subtropical
Ardebil (Airport),2022,11,BWk - Cold desert
Ardebil (Airport),2022,12,BWk - Cold desert
Ardebil (Airport),2023,1,ET - Tundra
Ardebil (Airport),2023,2,BWk - Cold desert
Ardebil (Airport),2023,3,Cfa - Humid subtropical
Ardebil (Airport),2023,4,BWh - Hot desert
Ardebil (Airport),2023,5,Cfa - Humid subtropical
Ardebil (Airport),2023,6,BWh - Hot desert
Ardebil (Airport),2023,7,Aw - Tropical savanna
Ardebil (Airport),2023,8,Aw - Tropical savanna
Ardebil (Airport),2023,9,BWh - Hot desert
Ardebil (Airport),2023,10,Dfb - Cold humid
Ardebil (Airport),2023,11,BWk - Cold desert
Ardebil (Airport),2023,12,BWk - Cold desert
Ardebil (Airport),2024,1,Dfb - Cold humid
Ardebil (Airport),2024,2,BWk - Cold desert
Ardebil (Airport),2024,3,BWk - Cold desert
Ardebil (Airport),2024,4,Cfa - Humid subtropical
Khalkhal,1990,1,Dfb - Cold humid
Khalkhal,1990,2,Dfb - Cold humid
Khalkhal,1990,3,Cfa - Humid subtropical
Khalkhal,1990,4,Cfa - Humid subtropical
Khalkhal,1990,5,Cfa - Humid subtropical
Khalkhal,1990,6,BWh - Hot desert
Khalkhal,1990,7,Aw - Tropical savanna
Khalkhal,1990,8,Aw - Tropical savanna
Khalkhal,1990,9,BWh - Hot desert
Khalkhal,1990,10,BWk - Cold desert
Khalkhal,1990,11,Cfa - Humid subtropical
Khalkhal,1990,12,Dfb - Cold humid
Khalkhal,1991,1,ET - Tundra
Khalkhal,1991,2,ET - Tundra
Khalkhal,1991,3,Cfa - Humid subtropical
Khalkhal,1991,4,Cfa - Humid subtropical
Khalkhal,1991,5,Cfa - Humid subtropical
Khalkhal,1991,6,BWh - Hot desert
Khalkhal,1991,7,Aw - Tropical savanna
Khalkhal,1991,8,Aw - Tropical savanna
Khalkhal,1991,9,BWh - Hot desert
Khalkhal,1991,10,Cfa - Humid subtropical
Khalkhal,1991,11,Dfb - Cold humid
Khalkhal,1991,12,Dfb - Cold humid
Khalkhal,1992,1,Dfb - Cold humid
Khalkhal,1992,2,Dfb - Cold humid
Khalkhal,1992,3,ET - Tundra
Khalkhal,1992,4,Cfa - Humid subtropical
Khalkhal,1992,5,Cfa - Humid subtropical
Khalkhal,1992,6,Cfa - Humid subtropical
Khalkhal,1992,7,Aw - Tropical savanna
Khalkhal,1992,8,BWh - Hot desert
Khalkhal,1992,9,BWh - Hot desert
Khalkhal,1992,10,BWk - Cold desert
Khalkhal,1992,11,Cfa - Humid subtropical
Khalkhal,1992,12,ET - Tundra
Khalkhal,1993,1,ET - Tundra
Khalkhal,1993,2,ET - Tundra
Khalkhal,1993,3,Dfb - Cold humid
Khalkhal,1993,4,Cfa - Humid subtropical
Khalkhal,1993,5,Cfa - Humid subtropical
Khalkhal,1993,6,BWh - Hot desert
Khalkhal,1993,7,Aw - Tropical savanna
Khalkhal,1993,8,Aw - Tropical savanna
Khalkhal,1993,9,BWh - Hot desert
Khalkhal,1993,10,Cfa - Humid subtropical
Khalkhal,1993,11,Dfb - Cold humid
Khalkhal,1993,12,ET - Tundra
Khalkhal,1994,1,Dfb - Cold humid
Khalkhal,1994,2,Dfb - Cold humid
Khalkhal,1994,3,Dfb - Cold humid
Khalkhal,1994,4,Cfa - Humid subtropical
Khalkhal,1994,5,Cfa - Humid subtropical
Khalkhal,1994,6,BWh - Hot desert
Khalkhal,1994,7,BWh - Hot desert
Khalkhal,1994,8,Aw - Tropical savanna
Khalkhal,1994,9,BWh - Hot desert
Khalkhal,1994,10,Cfa - Humid subtropical
Khalkhal,1994,11,Cfa - Humid subtropical
Khalkhal,1994,12,ET - Tundra
Khalkhal,1995,1,Dfb - Cold humid
Khalkhal,1995,2,ET - Tundra
Khalkhal,1995,3,Cfa - Humid subtropical
Khalkhal,1995,4,Cfa - Humid subtropical
Khalkhal,1995,5,Cfa - Humid subtropical
Khalkhal,1995,6,Cfa - Humid subtropical
Khalkhal,1995,7,Aw - Tropical savanna
Khalkhal,1995,8,Aw - Tropical savanna
Khalkhal,1995,9,Cfa - Humid subtropical
Khalkhal,1995,10,BWk - Cold desert
Khalkhal,1995,11,BWk - Cold desert
Khalkhal,1995,12,ET - Tundra
Khalkhal,1996,1,ET - Tundra
Khalkhal,1996,2,Dfb - Cold humid
Khalkhal,1996,3,Cfa - Humid subtropical
Khalkhal,1996,4,Cfa - Humid subtropical
Khalkhal,1996,5,Cfa - Humid subtropical
Khalkhal,1996,6,BWh - Hot desert
Khalkhal,1996,7,Aw - Tropical savanna
Khalkhal,1996,8,Aw - Tropical savanna
Khalkhal,1996,9,BWh - Hot desert
Khalkhal,1996,10,Cfa - Humid subtropical
Khalkhal,1996,11,BWk - Cold desert
Khalkhal,1996,12,BWk - Cold desert
Khalkhal,1997,1,Dfb - Cold humid
Khalkhal,1997,2,ET - Tundra
Khalkhal,1997,3,Dfb - Cold humid
Khalkhal,1997,4,Dfb - Cold humid
Khalkhal,1997,5,Cfa - Humid subtropical
Khalkhal,1997,6,Dfb - Cold humid
Khalkhal,1997,7,Aw - Tropical savanna
Khalkhal,1997,8,Aw - Tropical savanna
Khalkhal,1997,9,BWh - Hot desert
Khalkhal,1997,10,BWh - Hot desert
Khalkhal,1997,11,Cfa - Humid subtropical
Khalkhal,1997,12,ET - Tundra
Khalkhal,1998,1,ET - Tundra
Khalkhal,1998,2,ET - Tundra
Khalkhal,1998,3,Cfa - Humid subtropical
Khalkhal,1998,4,Cfa - Humid subtropical
Khalkhal,1998,5,Cfa - Humid subtropical
Khalkhal,1998,6,Aw - Tropical savanna
Khalkhal,1998,7,Aw - Tropical savanna
Khalkhal,1998,8,Aw - Tropical savanna
Khalkhal,1998,9,BWh - Hot desert
Khalkhal,1998,10,BWk - Cold desert
Khalkhal,1998,11,Dfb - Cold humid
Khalkhal,1998,12,BWk - Cold desert
Khalkhal,1999,1,ET - Tundra
Khalkhal,1999,2,Cfa - Humid subtropical
Khalkhal,1999,3,Dfb - Cold humid
Khalkhal,1999,4,Cfa - Humid subtropical
Khalkhal,1999,5,Cfa - Humid subtropical
Khalkhal,1999,6,BWh - Hot desert
Khalkhal,1999,7,Aw - Tropical savanna
Khalkhal,1999,8,Aw - Tropical savanna
Khalkhal,1999,9,BWh - Hot desert
Khalkhal,1999,10,Cfa - Humid subtropical
Khalkhal,1999,11,Cfa - Humid subtropical
Khalkhal,1999,12,BWk - Cold desert
Khalkhal,2000,1,Dfb - Cold humid
Khalkhal,2000,2,ET - Tundra
Khalkhal,2000,3,Cfa - Humid subtropical
Khalkhal,2000,4,Cfa - Humid subtropical
Khalkhal,2000,5,Dfb - Cold humid
Khalkhal,2000,6,BWh - Hot desert
Khalkhal,2000,7,Aw - Tropical savanna
Khalkhal,2000,8,Aw - Tropical savanna
Khalkhal,2000,9,BWh - Hot desert
Khalkhal,2000,10,Cfa - Humid subtropical
Khalkhal,2000,11,BWk - Cold desert
Khalkhal,2000,12,ET - Tundra
Khalkhal,2001,1,ET - Tundra
Khalkhal,2001,2,ET - Tundra
Khalkhal,2001,3,Dfb - Cold humid
Khalkhal,2001,4,Cfa - Humid subtropical
Khalkhal,2001,5,Cfa - Humid subtropical
Khalkhal,2001,6,BWh - Hot desert
Khalkhal,2001,7,Aw - Tropical savanna
Khalkhal,2001,8,Aw - Tropical savanna
Khalkhal,2001,9,BWh - Hot desert
Khalkhal,2001,10,Cfa - Humid subtropical
Khalkhal,2001,11,Cfa - Humid subtropical
Khalkhal,2001,12,Cfa - Humid subtropical
Khalkhal,2002,1,Dfb - Cold humid
Khalkhal,2002,2,Dfb - Cold humid
Khalkhal,2002,3,Dfb - Cold humid
Khalkhal,2002,4,Cfa - Humid subtropical
Khalkhal,2002,5,Cfa - Humid subtropical
Khalkhal,2002,6,BWh - Hot desert
Khalkhal,2002,7,Aw - Tropical savanna
Khalkhal,2002,8,Aw - Tropical savanna
Khalkhal,2002,9,BWh - Hot desert
Khalkhal,2002,10,BWh - Hot desert
Khalkhal,2002,11,Cfa - Humid subtropical
Khalkhal,2002,12,Dfb - Cold humid
Khalkhal,2003,1,Dfb - Cold humid
Khalkhal,2003,2,Dfb - Cold humid
Khalkhal,2003,3,Cfa - Humid subtropical
Khalkhal,2003,4,Cfa - Humid subtropical
